Link,Company,About,Description,Employees,Homepage,Crunchbase,LinkedIn,Facebook,Twitter
https://climatescape.org//organizations/xpv-water-partners,XPV Water Partners,Making a Difference in Water,"XPV is comprised of experienced water entrepreneurs, operators and investment professionals dedicated to your success. We started as grass roots angel investors in 2006 and launched our first formal institutional fund in 2010. Today we manage over $400 million USD of investment capital from some of the top institutional investors in North America, Europe, Middle East and Asia. Our family of companies are making a difference by both bettering the world and creating significant shareholder value.

We partner with, invest in, advise, and assist entrepreneurial companies like yours to grow and create value for all stakeholders. We work with you at critical stages of your growth cycle to ensure that you always have the resources you need. We value your expertise and your passion for the business you've built, and want to work with you to realize your vision for success.",11-50,http://www.xpvwaterpartners.com/,https://www.crunchbase.com/organization/xpv-capital,https://www.linkedin.com/company/10386147/,Нет данных,Нет данных
https://climatescape.org//organizations/xstream-trucking,XStream Trucking,XStream is an engineering company building connected hardware to improve the efficiency of the $700 Billion trucking industry.,Нет данных,Redwood,http://www.xstreamtrucking.com/,https://www.crunchbase.com/organization/xstream-trucking,https://www.linkedin.com/company/xstream-inc,Нет данных,https://twitter.com/xstreamtrucking
https://climatescape.org//organizations/xstreamtrucking,XStreamTrucking,XStream is an engineering company building connected hardware to improve the efficiency of the $700 Billion trucking industry.,XStream is an engineering company building connected hardware to improve the efficiency of the $700 Billion trucking industry. Makers of the TruckWings - an automatic tractor-trailer gap closing system for better fuel economy and more stable driving.,Redwood,http://xstreamtrucking.com,https://www.crunchbase.com/organization/xstream-trucking,https://www.linkedin.com/company/xstream-inc,Нет данных,https://twitter.com/XStreamTrucking
https://climatescape.org//organizations/xzeres-wind,Xzeres Wind,"Is the leading manufacturer of small wind turbines for telecom, sailing, homes, businesses and more: Skystream, AIR & Whisper.",Нет данных,"Broomfield,",http://www.windenergy.com,https://www.crunchbase.com/organization/southwest-windpower,https://www.linkedin.com/company/southwest-windpower,http://www.facebook.com/SouthwestWindpower,http://twitter.com/swwindpower
https://climatescape.org//organizations/yellow-door-energy,Yellow Door Energy,Your Sustainable Energy Partner,"Leading commercial solar developer in the Middle East. We power emerging economies reliably, efficiently and sustainably through solar leases (PPAs) & more!",11-50,http://yellowdoorenergy.com,https://www.crunchbase.com/organization/yellow-door-energy,https://www.linkedin.com/company/yellowdoorenergy/,https://www.facebook.com/yellowdoorenergy,https://twitter.com/YellowDoorEnrgy
https://climatescape.org//organizations/yume,Yume,The first Australian online marketplace for high quality excess food.,Yume connects you to wholesale suppliers with quality surplus products.  Suppliers list quality surplus products on the Yume platform.  Yume connects suppliers to buyers on one digital platform. Buyers get quality surplus products at discounted prices ,1-10,https://yumefood.com.au/,https://www.crunchbase.com/organization/yume-food-australia,https://www.linkedin.com/company/yumefood/,https://www.facebook.com/yumefoodaustralia,https://www.twitter.com/yumefoodaus
https://climatescape.org//organizations/zen-energy,ZEN Energy,"ZEN Energy's new business model now enables households, businesses and entire communities to be genuinely self-powered.","Developer of sustainable energy technologies designed to provide home energy systems. The company's sustainable energy technologies offer renewable energy 24/7 via localised community power networks or directly into customer's property, enabling households, businesses and communities to be genuinely self-powered with cutting-edge technology backed by vast storage capacity.",Private,http://www.zenenergy.com.au,https://www.crunchbase.com/organization/zen-energy-systems,https://www.linkedin.com/company/zenenergysystems,https://www.facebook.com/156869710994252,https://twitter.com/ZENenergyau
https://climatescape.org//organizations/zenogen,Zenogen,Zenogen develops novel hydrogen technologies and deploys hydrogen infrastructure.,"Developer of electro-catalysts to reduce energy wastage in water electrolysis. The company is combating this waste as electrolysis is the only zero emissions method of producing hydrogen. The company's focus is to target the renewable industry as hydrogen is the fastest growing industrial gas market worldwide, and the problem of energy wastage is rapidly growing.",1-10,https://www.zenogen.com.au/,https://www.crunchbase.com/organization/zenogen,http://www.linkedin.com/company/zenogen-pty-ltd,Нет данных,http://twitter.com/ZenogenAU
https://climatescape.org//organizations/zero-mass-water,Zero Mass Water,sunlight + air = water,"Zero Mass Water is a renewable water company whose product SOURCE Hydropanels make drinking water using sunlight and air alone. Deployed across 6 continents in 27 countries, SOURCE is perfecting water for every person in every place.",51-200,http://zeromasswater.com,https://www.crunchbase.com/organization/zero-mass-water,https://www.linkedin.com/company/zero-mass-water/,https://www.facebook.com/pg/zeromasswater,https://twitter.com/zeromasswater
https://climatescape.org//organizations/zero-motorcycles,Zero Motorcycles,Zero Motorcycles creates a superior riding experience with its transformational line of electric powered motorcycles.,"Zero Motorcycles is the next step in motorcycle evolution. By combining the best aspects of a traditional motorcycle with today’s most advanced technology, Zero produces high-performance electric motorcycles that are lightweight, efficient, fast and fun to ride. Each motorcycle is optimized from the ground up to leverage the revolutionary Z-Force® electric powertrain and uses a specially designed rigid, aircraft-grade aluminum frame to minimize weight.

Once a burning idea conceived inside a Santa Cruz, California garage, Zero has rapidly grown into an internationally known motorcycle company. The result is groundbreaking motorcycle innovation that is available for customers to own today. Since 2006, when the first prototypes were produced, Zero has invited motorcyclists to go for a ride. Some things are better experienced than explained.",51-200,https://www.zeromotorcycles.com,https://www.crunchbase.com/organization/zero-motorcycles,https://www.linkedin.com/company/zeromotorcycles/,https://www.facebook.com/zeromotorcycles,http://twitter.com/ZeroMC
https://climatescape.org//organizations/zerofirst-ventures,Zerofirst Ventures,Where Venture Capital and Entrepreneurs fix climate change together,"Zerofirst is working with startups, investors, corporate innovators and universities to build a low-carbon and sustainable ecosystem. It is led by a network of responsible leaders. 

We support and empower founders that want to build their startups with a net-zero mindset and build it responsibly. We work with startups to build their ventures from zero to one but keep zero emissions. 

We work with venture capital investors to build sustainable portfolios and make sure they lead the way to fix our planet.",1-10,https://zerofirst.co/,https://www.linkedin.com/company/zerofirst-ventures,Нет данных,Нет данных,Нет данных
